,segment_id,train_loss,test_loss,val_loss
0,23795,0.005747747607529163,0.007495627738535404,0.005583765916526318
1,60703,0.005717168562114239,0.007452649995684624,0.005413667764514685
2,23794,0.00624926807358861,0.009117789566516876,0.006238420959562063
3,60704,0.005665247328579426,0.007421254180371761,0.005519947502762079
4,60538,0.005775758996605873,0.00705365464091301,0.005450911354273558
5,65249,0.005625981837511063,0.007140184752643108,0.005378934554755688
6,60539,0.005672934930771589,0.007016216870397329,0.005363347940146923
7,60705,0.005665985867381096,0.007517818361520767,0.0053716315887868404
8,23793,0.005721523892134428,0.007057968061417341,0.00544099323451519
9,65248,0.0057142069563269615,0.00735736358910799,0.005416062660515308
10,47580,0.003303613979369402,0.0026072284672409296,0.0028903274796903133
11,47581,0.003254474839195609,0.0028707333840429783,0.0029747106600552797
12,47582,0.0036671501584351063,0.003813942428678274,0.003796900389716029
13,47583,0.00313559640198946,0.002767015714198351,0.0029498455114662647
14,47584,0.0035190139897167683,0.0034923767670989037,0.003511975286528468
15,47593,0.0032488321885466576,0.003045968944206834,0.003066729987040162
16,47594,0.003306780243292451,0.002606387250125408,0.0028886126819998026
17,47595,0.0032287300564348698,0.002633002819493413,0.0028908816166222095
18,30034,0.0031519827898591757,0.002781488699838519,0.0029136589728295803
19,8196,0.0032080328091979027,0.0030032002832740545,0.00313419452868402
20,8197,0.003429375123232603,0.0033465407323092222,0.003352258587256074
21,8198,0.0036324181128293276,0.00385486101731658,0.0037661856040358543
22,49614,0.00777913723140955,0.008859691210091114,0.008632049895823002
23,35897,0.007799808867275715,0.008847719989717007,0.008662360720336437
24,84162,0.007932293228805065,0.008779872208833694,0.008796986192464828
25,84115,0.007822132669389248,0.008909765630960464,0.008568710647523403
26,35898,0.007790872361510992,0.009309756569564342,0.00865158997476101
27,84164,0.008186095394194126,0.008762010373175144,0.008975573815405369
28,84118,0.00779755087569356,0.009003585204482079,0.008673303760588169
29,35896,0.007762576453387737,0.00915704295039177,0.00852410588413477
30,49613,0.007807902991771698,0.00891099777072668,0.008701378479599953
31,84117,0.008062566630542278,0.01002501044422388,0.008830564096570015
32,84161,0.007900537922978401,0.00907364021986723,0.00875306036323309
33,84163,0.007904867641627789,0.009160751476883888,0.00867343321442604
34,84116,0.007884502410888672,0.009114726446568966,0.008723938837647438
35,12480,0.008159657008945942,0.008866199292242527,0.008996063843369484
36,12479,0.007874741218984127,0.008839895948767662,0.008735747076570988
37,35783,0.007843420840799809,0.008937099017202854,0.008710986003279686
38,70492,0.008264817297458649,0.008986015804111958,0.009040605276823044
39,70493,0.00858298595994711,0.01094636507332325,0.009219630621373653
40,49612,0.00802037212997675,0.009859373793005943,0.008811471052467823
41,49611,0.008014311082661152,0.009853423573076725,0.008791173808276653
42,52050,0.0017504830611869693,0.0024488982744514942,0.0038576102815568447
43,52049,0.0016426777001470327,0.0022458776365965605,0.0036925815511494875
44,49701,0.0015469895442947745,0.002265780698508024,0.0034988075494766235
45,49702,0.0016852993285283446,0.002312288386747241,0.0037109502591192722
46,81598,0.0017224736511707306,0.0025803858879953623,0.0035700714215636253
47,81597,0.001564660808071494,0.0023428904823958874,0.0035465036053210497
48,81587,0.0015608060639351606,0.0022299615666270256,0.0034812067169696093
49,81588,0.0016691506607457995,0.002280445070937276,0.0036856725346297026
50,52051,0.0019363554893061519,0.00265298574231565,0.004045259673148394
51,54256,0.002125919796526432,0.0028688579332083464,0.004390305373817682
52,70013,0.0020572529174387455,0.0028835898265242577,0.004067591391503811
53,70011,0.0021248592529445887,0.002815840533003211,0.00424994295462966
54,54255,0.002394085982814431,0.0032111303880810738,0.0045549301430583
55,54254,0.002237986773252487,0.003153884317725897,0.004470640327781439
56,71173,0.0020601325668394566,0.0028668008744716644,0.0043155960738658905
57,57398,0.0021022299770265818,0.002907406771555543,0.0040897950530052185
58,57397,0.0020494800992310047,0.003009563311934471,0.00421349098905921
59,70010,0.0027401247061789036,0.003603092860430479,0.005355581175535917
60,70012,0.002091611735522747,0.0029611114878207445,0.004292057361453772
61,71174,0.0020566475577652454,0.0027663514483720064,0.004038877319544554
62,71172,0.0022076857276260853,0.003129225689917803,0.004435053560882807
63,32787,0.002217867411673069,0.0031966851092875004,0.0044882167130708694
64,70009,0.002050962531939149,0.0028259889222681522,0.004174563568085432
65,71171,0.002080621663480997,0.0031632883474230766,0.004295635502785444
66,32512,0.002043242333456874,0.0035220314748585224,0.004383723251521587
67,70008,0.0020869565196335316,0.002919605700299144,0.004296720027923584
68,71170,0.0021721471566706896,0.0029756021685898304,0.004275469109416008
69,71169,0.002128046005964279,0.002889947034418583,0.004186904989182949
70,70007,0.0024315195623785257,0.003304815385490656,0.004654780961573124
71,57357,0.002102006459608674,0.002824441296979785,0.004239536356180906
72,60719,0.008776122704148293,0.008348306640982628,0.007173886056989431
73,60720,0.008760481141507626,0.009006344713270664,0.007629711180925369
74,47910,0.008714602328836918,0.008732148446142673,0.007482636254280806
75,47911,0.008632506243884563,0.0088425287976861,0.007289296947419643
76,47912,0.008625108748674393,0.008725449442863464,0.007415411062538624
77,60718,0.008547460660338402,0.008585731498897076,0.00722373416647315
78,19576,0.007724449038505554,0.012661357410252094,0.00841139629483223
79,30917,0.007184532471001148,0.01127532683312893,0.007592430803924799
80,72758,0.007283003069460392,0.010831131599843502,0.00742849987000227
81,19574,0.007788953371345997,0.01321805827319622,0.008638150990009308
82,19577,0.007173553109169006,0.011323618702590466,0.007630475796759129
83,42822,0.00717198709025979,0.010616561397910118,0.007256725337356329
84,72757,0.007231582421809435,0.011536937206983566,0.007738802582025528
85,30918,0.007493156474083662,0.010917330160737038,0.0074971700087189674
86,19575,0.007285533007234335,0.010849110782146454,0.007450245786458254
87,42821,0.007492421194911003,0.010845860466361046,0.007589221466332674
88,72857,0.027361858636140823,0.022897880524396896,0.029579108580946922
89,44481,0.028057081624865532,0.02422233298420906,0.030431291088461876
90,72858,0.028736835345625877,0.02465144731104374,0.03071211650967598
91,44516,0.02761038951575756,0.02224852703511715,0.029603401198983192
92,44482,0.027615167200565338,0.022998539730906487,0.029656363651156425
93,44515,0.027647119015455246,0.023531217128038406,0.029900651425123215
94,62689,0.020282426849007607,0.024234021082520485,0.025654753670096397
95,62687,0.020276539027690887,0.02634718082845211,0.02711055800318718
96,62688,0.02068338915705681,0.02416430227458477,0.025972874835133553
97,62686,0.020433109253644943,0.02594819851219654,0.02667306549847126
98,52032,0.020169217139482498,0.025666959583759308,0.02673625387251377
99,67158,0.020188413560390472,0.025699352845549583,0.026695819571614265
100,15861,0.02155064046382904,0.028132881969213486,0.028530510142445564
101,15862,0.020004484802484512,0.024481231346726418,0.025635385885834694
102,61690,0.020468728616833687,0.023881295695900917,0.02546069584786892
103,59188,0.020268147811293602,0.023691147565841675,0.025188831612467766
104,59154,0.020699169486761093,0.027060752734541893,0.027810459956526756
105,59153,0.020187804475426674,0.025483056902885437,0.026594892144203186
106,71454,0.007565890438854694,0.009333165362477303,0.007693824358284473
107,35428,0.0075651006773114204,0.009209091775119305,0.007599678821861744
108,35427,0.007684815209358931,0.009051204659044743,0.007332796696573496
109,71453,0.007544965483248234,0.008847289718687534,0.007289575412869453
110,35429,0.008117265067994595,0.008846023119986057,0.0075683086179196835
111,35426,0.007600925862789154,0.00868057832121849,0.007280264049768448
112,11570,0.0075919716618955135,0.00921127200126648,0.00761203421279788
113,60712,0.007763450033962727,0.009037317708134651,0.007435791660100222
114,11569,0.007706163451075554,0.00877662468701601,0.007356921676546335
115,84012,0.00756321894004941,0.008924370631575584,0.007437027525156736
116,11571,0.007558736950159073,0.009217302314937115,0.007493280805647373
117,30272,0.006728269159793854,0.00834847055375576,0.006992456503212452
118,38531,0.006557442247867584,0.00847487524151802,0.007050247397273779
119,30271,0.0064590792171657085,0.008799661882221699,0.007282930426299572
120,55242,0.006471501663327217,0.00835060141980648,0.007091813255101442
121,51493,0.006435778457671404,0.008544787764549255,0.007097580470144749
122,24625,0.006640697829425335,0.009319077245891094,0.007590530905872583
123,51644,0.006796073168516159,0.00966717954725027,0.007817600853741169
124,31447,0.017726881429553032,0.020866217091679573,0.014115121215581894
125,31126,0.01753767393529415,0.021295510232448578,0.013442649506032467
126,31127,0.017592592164874077,0.021046232432127,0.01348832342773676
127,31128,0.017547013238072395,0.021029846742749214,0.013460556976497173
128,31129,0.01907079666852951,0.02384592778980732,0.01425631158053875
129,31130,0.017480963841080666,0.020951909944415092,0.013505944982171059
130,31131,0.017690610140562057,0.020947055891156197,0.013837100006639957
131,31132,0.017565902322530746,0.02090882882475853,0.01360706239938736
132,31282,0.017515724524855614,0.020892910659313202,0.013636468909680843
133,31283,0.01763192005455494,0.0212977547198534,0.013492925092577934
134,31284,0.018112944439053535,0.022294973954558372,0.013759646564722061
135,31285,0.01770472526550293,0.021088505163788795,0.013665317557752132
136,31286,0.017577119171619415,0.021402018144726753,0.013454238884150982
137,31287,0.017751289531588554,0.021616799756884575,0.013662043027579784
138,31288,0.017717618495225906,0.02169704996049404,0.013501948677003384
139,31289,0.017696458846330643,0.02160557173192501,0.013532635755836964
140,31290,0.017624840140342712,0.021600952371954918,0.013482647947967052
