_id,length,end_node,start_node,street,street_level,street_name,street_type,slat,slng,elat,elng
30272,11,366465005,2351201584,192512367,2,Đinh Bộ Lĩnh,primary,106.7093823,106.7093756,10.8030322,10.8029327
30285,12,2297724075,2030638867,192512383,2,Điện Biên Phủ,primary,106.7108749,106.7109826,10.8012168,10.8012428
30286,16,1497276518,2297724075,192512383,2,Điện Biên Phủ,primary,106.7109826,106.7111262,10.8012428,10.8012791
30508,11,2036083017,2036083009,193085698,2,Nguyễn Hữu Cảnh,primary,106.7087071,106.7086745,10.7858673,10.7857713
30509,16,3166140585,2036083017,193085698,2,Nguyễn Hữu Cảnh,primary,106.7086745,106.708626,10.7857713,10.7856308
30510,4,2036082997,3166140585,193085698,2,Nguyễn Hữu Cảnh,primary,106.708626,106.7086127,10.7856308,10.7855921
30511,22,2036083541,2036082997,193085698,2,Nguyễn Hữu Cảnh,primary,106.7086127,106.708541,10.7855921,10.7854034
30512,19,411919153,2036083541,193085698,2,Nguyễn Hữu Cảnh,primary,106.708541,106.7084596,10.7854034,10.7852466
30513,17,2036083324,411919153,193085698,2,Nguyễn Hữu Cảnh,primary,106.7084596,106.708388,10.7852466,10.7851091
30514,15,2036083100,2036083324,193085698,2,Nguyễn Hữu Cảnh,primary,106.708388,106.7083098,10.7851091,10.7849971
30515,17,2036083512,2036083100,193085698,2,Nguyễn Hữu Cảnh,primary,106.7083098,106.7082179,10.7849971,10.7848685
30516,37,4601580281,2036083512,193085698,2,Nguyễn Hữu Cảnh,primary,106.7082179,106.7080131,10.7848685,10.7845939
30517,10,411919002,4601580281,193085698,2,Nguyễn Hữu Cảnh,primary,106.7080131,106.7079559,10.7845939,10.7845173
30536,88,2036083142,2036083316,193085710,3,Tôn Đức Thắng,secondary,106.705531,106.7061216,10.7828412,10.7822963
30539,11,411918872,2036083142,193085713,2,Nguyễn Hữu Cảnh,primary,106.7061443,106.7062149,10.7822767,10.7823587
30540,11,2036083142,411918872,193085713,2,Nguyễn Hữu Cảnh,primary,106.7061695,106.7060989,10.7823979,10.7823159
30542,12,411919035,2036083354,193085721,2,Tôn Ðức Thắng,primary,106.7079406,106.7078949,10.7806967,10.7807984
30543,61,411919034,411919035,193085721,2,Tôn Ðức Thắng,primary,106.7078949,106.7074882,10.7807984,10.78118
30544,52,411925366,411919034,193085721,2,Tôn Ðức Thắng,primary,106.7074882,106.7071385,10.78118,10.7815081
30545,12,3166140581,411925366,193085721,2,Tôn Ðức Thắng,primary,106.7071385,106.7070534,10.7815081,10.781588
30546,30,411919040,3166140581,193085721,2,Tôn Ðức Thắng,primary,106.7070534,106.7068499,10.781588,10.781779
30547,97,411918872,411919040,193085721,2,Tôn Ðức Thắng,primary,106.7068499,106.7061922,10.781779,10.7823783
30562,23,2036083302,2036083142,193085734,3,Tôn Đức Thắng,secondary,106.7061216,106.7062865,10.7822963,10.7821602
30563,74,2036082932,2036083302,193085734,3,Tôn Đức Thắng,secondary,106.7062865,106.7067878,10.7821602,10.7817034
30902,154,2042473544,3664144782,193729304,2,Cầu Chánh Hưng,primary,106.6688962,106.6688978,10.7432575,10.7446513
30917,21,2048416664,2048416681,194311306,3,Đường CN1,secondary,106.6079105,106.6078507,10.8128556,10.8126761
30918,21,2048416681,2048416664,194311306,3,Đường CN1,secondary,106.6079077,106.6079675,10.8126571,10.8128366
31126,42,2091954812,2091954882,197803953,2,Trường Chinh,primary,106.6327923,106.6326949,10.8137018,10.814075
31127,132,2247549198,2091954812,197803953,2,Trường Chinh,primary,106.6326949,106.6323883,10.814075,10.8152248
31128,213,2247549202,2247549198,197803953,2,Trường Chinh,primary,106.6323883,106.6318036,10.8152248,10.8170578
31129,210,2079964671,2247549202,197803953,2,Trường Chinh,primary,106.6318036,106.6312451,10.8170578,10.8188699
31130,152,2251580192,2079964671,197803953,2,Trường Chinh,primary,106.6312451,106.6308481,10.8188699,10.8201852
31131,30,3655114526,2251580192,197803953,2,Trường Chinh,primary,106.6308481,106.6307719,10.8201852,10.8204466
31132,13,2251580179,3655114526,197803953,2,Trường Chinh,primary,106.6307719,106.6307318,10.8204466,10.8205646
31133,113,2247540971,2251580179,197803953,2,Trường Chinh,primary,106.6307318,106.6304424,10.8205646,10.8215436
31151,56,366428472,3152700069,197803957,2,Trường Chinh,primary,106.6355959,106.635745,10.8043316,10.8038442
31152,32,2079964957,1409491234,197804021,2,Cộng Hòa,primary,106.6610495,106.6608621,10.8006298,10.8008556
31153,24,5356329018,2079964012,197804026,2,Trường Chinh,primary,106.6348128,106.6347931,10.8073797,10.8075976
31154,37,2592269705,2079964012,197804036,2,Cộng Hòa,primary,106.6348128,106.635049,10.8073797,10.8071373
31155,43,2082378083,2592269705,197804036,2,Cộng Hòa,primary,106.635049,106.6353205,10.8071373,10.8068534
31165,29,2079964499,5003306381,197804052,2,Trường Chinh,primary,106.6343971,106.6344607,10.8079751,10.8077138
31166,29,2079964024,2079964499,197804052,2,Trường Chinh,primary,106.6344607,106.6345402,10.8077138,10.8074642
31167,74,2079964882,2079964024,197804052,2,Trường Chinh,primary,106.6345402,106.6347714,10.8074642,10.8068319
31179,25,5356329017,2079964994,197804068,2,Cộng Hòa,primary,106.635306,106.6351467,10.8070471,10.8072173
31180,11,2079964924,5356329017,197804068,2,Cộng Hòa,primary,106.6351467,106.6350731,10.8072173,10.807296
31181,45,5356329018,2079964924,197804068,2,Cộng Hòa,primary,106.6350731,106.6347931,10.807296,10.8075976
31200,12,2079964615,366474273,197804078,4,Út Tịch,tertiary,106.6575683,106.6575727,10.8009956,10.8011079
31201,12,366474273,2079964615,197804078,4,Út Tịch,tertiary,106.6575127,106.6575083,10.8011103,10.800998
31238,39,2081892539,4066381556,197995862,1,Cầu vượt Ngã tư Hàng Xanh,trunk,106.7109087,106.7105559,10.8014241,10.8013636
31281,47,3156007494,5740288136,199161611,3,Trường Chinh,secondary,106.630365,106.630489,10.8208638,10.8204582
31282,12,3655114529,3156007494,199161611,3,Trường Chinh,secondary,106.630489,106.6305237,10.8204582,10.8203487
31283,29,3655114531,3655114529,199161611,3,Trường Chinh,secondary,106.6305237,106.6306046,10.8203487,10.8200941
31284,38,1271240125,3655114531,199161611,3,Trường Chinh,secondary,106.6306046,106.630709,10.8200941,10.8197651
31285,118,2091954906,1271240125,199161611,3,Trường Chinh,secondary,106.630709,106.6310289,10.8197651,10.8187427
31286,177,3152712005,2091954906,199161611,3,Trường Chinh,secondary,106.6310289,106.6315034,10.8187427,10.817218
31287,1,5735881823,3152712005,199161611,3,Trường Chinh,secondary,106.6315034,106.6315078,10.817218,10.8172044
31288,31,2091954768,5735881823,199161611,3,Trường Chinh,secondary,106.6315078,106.6315948,10.8172044,10.8169345
31289,201,2247549188,2091954768,199161611,3,Trường Chinh,secondary,106.6315948,106.6321299,10.8169345,10.8151979
31290,39,5735879410,2247549188,199161611,3,Trường Chinh,secondary,106.6321299,106.6322327,10.8151979,10.8148568
31291,142,2091954889,5735879410,199161611,3,Trường Chinh,secondary,106.6322327,106.6326018,10.8148568,10.8136322
31292,47,3152712003,2091954889,199161611,3,Trường Chinh,secondary,106.6326018,106.632722,10.8136322,10.8132187
31302,166,5752850579,723876669,199161612,2,Trường Chinh,primary,106.6152504,106.616067,10.8424111,10.8411479
31310,28,2079964300,366473847,199161613,2,Trường Chinh,primary,106.6344694,106.6346016,10.8078989,10.807673
31311,30,2079964693,2079964300,199161613,2,Trường Chinh,primary,106.6346016,106.6347569,10.807673,10.8074489
31312,9,2079964012,2079964693,199161613,2,Trường Chinh,primary,106.6347569,106.6348128,10.8074489,10.8073797
31444,12,2091954882,2091954798,199161627,4,Trường Chinh,tertiary,106.6328881,106.632782,10.8137688,10.81373
31447,5,2091954882,4616320855,199161627,4,Trường Chinh,tertiary,106.6327522,106.6328026,10.8136552,10.8136736
31451,9,3370353411,2091954889,199161627,4,Trường Chinh,tertiary,106.6326121,106.6326928,10.813604,10.8136335
31471,34,2091954872,2091954798,199161635,3,Trường Chinh,secondary,106.6328984,106.6327928,10.8137406,10.8140372
31472,57,5735881857,2091954872,199161635,3,Trường Chinh,secondary,106.6327928,106.6326637,10.8140372,10.8145376
31473,78,2247549186,5735881857,199161635,3,Trường Chinh,secondary,106.6326637,106.6324874,10.8145376,10.8152207
31474,209,2247549190,2247549186,199161635,3,Trường Chinh,secondary,106.6324874,106.6319327,10.8152207,10.8170235
31475,19,3152712004,2247549190,199161635,3,Trường Chinh,secondary,106.6319327,106.6318809,10.8170235,10.8171922
31476,78,5088986618,3152712004,199161635,3,Trường Chinh,secondary,106.6318809,106.6316732,10.8171922,10.817868
31477,41,5735881828,5088986618,199161635,3,Trường Chinh,secondary,106.6316732,106.6315644,10.817868,10.8182221
31478,78,2247549196,5735881828,199161635,3,Trường Chinh,secondary,106.6315644,106.6313571,10.8182221,10.8188964
31479,114,2247569948,2247549196,199161635,3,Trường Chinh,secondary,106.6313571,106.6310435,10.8188964,10.8198821
31480,57,3655114420,2247569948,199161635,3,Trường Chinh,secondary,106.6310435,106.630883,10.8198821,10.8203702
31481,12,3655114322,3655114420,199161635,3,Trường Chinh,secondary,106.630883,106.6308505,10.8203702,10.8204753
31482,13,2091954818,3655114322,199161635,3,Trường Chinh,secondary,106.6308505,106.6308154,10.8204753,10.8205927
31483,110,2091954750,2091954818,199161635,3,Trường Chinh,secondary,106.6308154,106.6305476,10.8205927,10.8215524
31556,168,2092411576,2092411253,199222899,1,Quốc lộ 22,trunk,106.5861086,106.5869834,10.8851558,10.8839066
31557,50,5738080731,2092411576,199222899,1,Quốc lộ 22,trunk,106.5869834,106.5872527,10.8839066,10.8835362
31602,118,714567029,2210760915,205341807,3,Nguyễn Hữu Thọ,secondary,106.7002134,106.7003531,10.7281151,10.7270616
31605,14,2351811223,2351811225,205341809,3,Nguyễn Thị Thập,secondary,106.7301049,106.7302351,10.7375079,10.7374971
31606,10,2356776989,2351811223,205341809,3,Nguyễn Thị Thập,secondary,106.7302351,106.7303279,10.7374971,10.7374993
31607,8,2394702737,2356776989,205341809,3,Nguyễn Thị Thập,secondary,106.7303279,106.7304051,10.7374993,10.7375071
31608,9,2344160816,2394702737,205341809,3,Nguyễn Thị Thập,secondary,106.7304051,106.7304819,10.7375071,10.7375413
31833,57,366412344,5755153787,205798428,4,Tạ Quang Bửu,tertiary,106.6560757,106.6555482,10.7340941,10.7340946
31834,57,5755153787,366412344,205798428,4,Tạ Quang Bửu,tertiary,106.6555482,106.6560757,10.7340346,10.7340341
32350,73,4615918946,4615918943,210268958,2,Hồng Bàng,primary,106.663224,106.6625682,10.7555898,10.7554582
32351,20,4616029238,4615918946,210268958,2,Hồng Bàng,primary,106.6625682,106.6623804,10.7554582,10.7554257
32352,10,5803147462,4616029238,210268958,2,Hồng Bàng,primary,106.6623804,106.6622841,10.7554257,10.7554044
32353,15,4583512674,5803147462,210268958,2,Hồng Bàng,primary,106.6622841,106.6621428,10.7554044,10.7553745
32354,73,4616029236,4583512674,210268958,2,Hồng Bàng,primary,106.6621428,106.6614827,10.7553745,10.7552397
32418,151,2209481076,5748706984,210917943,2,Nguyễn Văn Linh,primary,106.6568364,106.6557316,10.7207193,10.7199026
32419,45,5748707856,2209481076,210917943,2,Nguyễn Văn Linh,primary,106.6557316,106.655391,10.7199026,10.7196664
32512,160,4069469196,5765420789,211062084,1,Quốc lộ 1,trunk,106.6393253,106.6380348,10.8566004,10.8559032
32550,238,2210752469,3168990580,211063422,2,Nguyễn Văn Linh,primary,106.6540066,106.655718,10.7177889,10.7191276
32551,28,5748707013,2210752469,211063422,2,Nguyễn Văn Linh,primary,106.655718,106.6559187,10.7191276,10.7192878
32552,174,2210755019,5748707013,211063422,2,Nguyễn Văn Linh,primary,106.6559187,106.6571615,10.7192878,10.72028
32633,31,2358286020,2210760915,211064630,2,Nguyễn Văn Linh,primary,106.7002134,106.7005033,10.7281151,10.7281188
32634,10,2210760917,2358286020,211064630,2,Nguyễn Văn Linh,primary,106.7005033,106.700596,10.7281188,10.7281235
32635,31,5743103931,2210760917,211064639,2,Nguyễn Văn Linh,primary,106.700596,106.7008871,10.7281235,10.7281277
32700,123,2358286023,2210801900,211067572,1,Nguyễn Văn Linh,trunk,106.6993436,106.7004756,10.7283385,10.7283536
32768,7,5468538526,2210869161,211078823,3,Quốc lộ 1A,primary_link,106.6159407,106.6159065,10.8434268,10.843368
32769,6,2210869160,5468538526,211078823,3,Cầu vượt An Sương,primary_link,106.6159065,106.6159,10.843368,10.8433061
32770,7,2210869158,2210869160,211078823,3,Cầu vượt An Sương,primary_link,106.6159,106.6159355,10.8433061,10.8432504
32771,4,2210869156,2210869158,211078823,3,Cầu vượt An Sương,primary_link,106.6159355,106.6159683,10.8432504,10.8432261
32772,7,2210869157,2210869156,211078823,3,Cầu vượt An Sương,primary_link,106.6159683,106.6160341,10.8432261,10.8431997
32773,5,5468538527,2210869157,211078823,3,Quốc lộ 1A,primary_link,106.6160341,106.6160862,10.8431997,10.8432085
32774,10,2210869159,5468538527,211078823,3,Quốc lộ 1A,primary_link,106.6160862,106.6161705,10.8432085,10.8432535
32775,56,2210872183,1611021944,211078831,3,Quốc lộ 1A,primary_link,106.6160996,106.615648,10.8435785,10.8433258
32776,12,4069486255,2210872183,211078831,3,Quốc lộ 1A,primary_link,106.615648,106.6155372,10.8433258,10.8432857
32777,12,2922949698,4069486255,211078831,3,Quốc lộ 1A,primary_link,106.6155372,106.6154265,10.8432857,10.8432731
32778,11,4069486254,2922949698,211078831,3,Quốc lộ 22,primary_link,106.6154265,106.6153209,10.8432731,10.8432824
32779,11,2210872189,4069486254,211078831,3,Quốc lộ 22,primary_link,106.6153209,106.6152199,10.8432824,10.8433147
32780,13,4069486259,2210872189,211078831,3,Quốc lộ 22,primary_link,106.6152199,106.6151129,10.8433147,10.8433824
32781,14,2210872177,4069486259,211078831,3,Quốc lộ 22,primary_link,106.6151129,106.6150152,10.8433824,10.8434731
32787,47,5765420789,3164011051,211079561,1,Quốc lộ 1,trunk,106.6397066,106.6393253,10.8568139,10.8566004
32790,73,4069455239,2240979363,211080003,1,Quốc lộ 1,trunk,106.6642329,106.6635629,10.8617199,10.8617056
32791,76,4069455237,4069455239,211080003,1,Quốc lộ 1,trunk,106.6635629,106.6628611,10.8617056,10.8616705
32792,32,5655597841,4069455237,211080003,1,Quốc lộ 1,trunk,106.6628611,106.6625651,10.8616705,10.8616558
32793,41,4069455238,5655597841,211080003,1,Quốc lộ 1,trunk,106.6625651,106.6621823,10.8616558,10.861651
32794,3,5767136300,4069455238,211080003,1,Quốc lộ 1,trunk,106.6621823,106.6621533,10.861651,10.8616509
32795,72,2210887056,5767136300,211080003,1,Quốc lộ 1,trunk,106.6621533,106.6614894,10.8616509,10.8616489
32796,51,4069455236,2210887056,211080003,1,Quốc lộ 1,trunk,106.6614894,106.6610185,10.8616489,10.8616605
32797,52,4069455235,4069455236,211080003,1,Quốc lộ 1,trunk,106.6610185,106.6605405,10.8616605,10.8616844
32798,102,4069455233,4069455235,211080003,1,Quốc lộ 1,trunk,106.6605405,106.6596022,10.8616844,10.861732
32799,103,4069455234,4069455233,211080003,1,Quốc lộ 1,trunk,106.6596022,106.6586551,10.861732,10.8617623
32800,101,2210887057,4069455234,211080003,1,Quốc lộ 1,trunk,106.6586551,106.6577305,10.8617623,10.8618085
32801,59,4069455232,2210887057,211080003,1,Quốc lộ 1,trunk,106.6577305,106.6571905,10.8618085,10.8618382
32802,3,5767101905,4069455232,211080003,1,Quốc lộ 1,trunk,106.6571905,106.6571593,10.8618382,10.8618398
32803,14,5767101904,5767101905,211080003,1,Quốc lộ 1,trunk,106.6571593,106.6570274,10.8618398,10.8618466
32804,22,5767101938,5767101904,211080003,1,Quốc lộ 1,trunk,106.6570274,106.6568238,10.8618466,10.8618566
32805,30,4069455231,5767101938,211080003,1,Quốc lộ 1,trunk,106.6568238,106.656549,10.8618566,10.8618702
32806,137,3164009011,4069455231,211080003,1,Quốc lộ 1,trunk,106.656549,106.6552876,10.8618702,10.86192
32807,16,4069492250,3164009011,211080003,1,Quốc lộ 1,trunk,106.6552876,106.6551423,10.86192,10.8619433
32808,15,2210883966,4069492250,211080003,1,Quốc lộ 1,trunk,106.6551423,106.6550004,10.8619433,10.8619625
32809,12,5655597835,2210883966,211080003,1,Quốc lộ 1,trunk,106.6550004,106.6548877,10.8619625,10.861973
