_id,length,end_node,start_node,street,street_level,street_name,street_type,slat,slng,elat,elng
42765,43,366455418,2394646413,256453282,3,Lê Trọng Tấn,secondary,106.6063282,106.6066749,10.8138316,10.813639
42766,43,2394646413,366455418,256453282,3,Lê Trọng Tấn,secondary,106.6067041,106.6063574,10.8136914,10.813884
42767,103,2394646414,366455418,256453282,3,Lê Trọng Tấn,secondary,106.6066735,106.60747,10.8136398,10.8131371
42768,103,366455418,2394646414,256453282,3,Lê Trọng Tấn,secondary,106.607502,106.6067055,10.8131879,10.8136906
42769,5,5735368423,2394646414,256453282,3,Lê Trọng Tấn,secondary,106.6074739,106.607523,10.813135,10.8131134
42770,5,2394646414,5735368423,256453282,3,Lê Trọng Tấn,secondary,106.6075472,106.6074981,10.8131684,10.81319
42771,17,2621185470,366459351,256453283,3,Lê Trọng Tấn,secondary,106.6012499,106.6013885,10.8161742,10.8160936
42772,14,2661285222,2621185470,256453283,3,Lê Trọng Tấn,secondary,106.6013885,106.601514,10.8160936,10.8160674
42773,93,366430419,2661285222,256453283,3,Lê Trọng Tấn,secondary,106.601514,106.6023551,10.8160674,10.8159144
42774,33,5025883602,366430419,256453283,3,Lê Trọng Tấn,secondary,106.6023551,106.6026525,10.8159144,10.8158478
42775,7,2621185468,5025883602,256453283,3,Lê Trọng Tấn,secondary,106.6026525,106.6027192,10.8158478,10.8158329
42776,37,366412132,2621185468,256453283,3,Lê Trọng Tấn,secondary,106.6027192,106.6030443,10.8158329,10.8157245
42777,13,366386837,366412132,256453283,3,Lê Trọng Tấn,secondary,106.6030443,106.603159,10.8157245,10.8156747
42778,78,366468881,366386837,256453283,3,Lê Trọng Tấn,secondary,106.603159,106.6037875,10.8156747,10.8153317
42779,36,5892098001,366468881,256453283,3,Lê Trọng Tấn,secondary,106.6037875,106.6040699,10.8153317,10.8151635
42780,21,2621185463,5892098001,256453283,3,Lê Trọng Tấn,secondary,106.6040699,106.604237,10.8151635,10.815064
42781,58,2621185465,2621185463,256453283,3,Lê Trọng Tấn,secondary,106.604237,106.60469,10.815064,10.8147859
42782,15,5025519448,2621185465,256453283,3,Lê Trọng Tấn,secondary,106.60469,106.6048085,10.8147859,10.8147163
42783,37,2621185467,5025519448,256453283,3,Lê Trọng Tấn,secondary,106.6048085,106.6051041,10.8147163,10.8145426
42784,22,5025519442,2621185467,256453283,3,Lê Trọng Tấn,secondary,106.6051041,106.6052808,10.8145426,10.8144385
42785,36,366412592,5025519442,256453283,3,Lê Trọng Tấn,secondary,106.6052808,106.6055642,10.8144385,10.8142714
42786,20,366458998,366412592,256453283,3,Lê Trọng Tấn,secondary,106.6055642,106.6057411,10.8142714,10.8142228
42787,17,2621185472,366458998,256453284,3,Lê Trọng Tấn,secondary,106.6057411,106.6056456,10.8142228,10.8143479
42788,40,5738010063,2621185472,256453284,3,Lê Trọng Tấn,secondary,106.6056456,106.6053252,10.8143479,10.8145382
42789,16,5735304984,5738010063,256453284,3,Lê Trọng Tấn,secondary,106.6053252,106.6051924,10.8145382,10.8146171
42790,22,5025519446,5735304984,256453284,3,Lê Trọng Tấn,secondary,106.6051924,106.6050179,10.8146171,10.8147208
42791,131,3382831118,5025519446,256453284,3,Lê Trọng Tấn,secondary,106.6050179,106.6039855,10.8147208,10.8153344
42792,16,2621185476,3382831118,256453284,3,Lê Trọng Tấn,secondary,106.6039855,106.6038548,10.8153344,10.8154121
42793,17,5025883614,2621185476,256453284,3,Lê Trọng Tấn,secondary,106.6038548,106.6037148,10.8154121,10.8154962
42794,13,2621185481,5025883614,256453284,3,Lê Trọng Tấn,secondary,106.6037148,106.603611,10.8154962,10.8155586
42795,49,2621185483,2621185481,256453284,3,Lê Trọng Tấn,secondary,106.603611,106.6032121,10.8155586,10.8157639
42796,10,2621185485,2621185483,256453284,3,Lê Trọng Tấn,secondary,106.6032121,106.6031243,10.8157639,10.8158119
42797,15,2621185486,2621185485,256453284,3,Lê Trọng Tấn,secondary,106.6031243,106.6029944,10.8158119,10.81586
42798,20,2621185488,2621185486,256453284,3,Lê Trọng Tấn,secondary,106.6029944,106.6028142,10.81586,10.8159157
42799,25,2621185490,2621185488,256453284,3,Lê Trọng Tấn,secondary,106.6028142,106.6025872,10.8159157,10.8159675
42800,23,5025883610,2621185490,256453284,3,Lê Trọng Tấn,secondary,106.6025872,106.6023752,10.8159675,10.8160094
42801,11,2621185492,5025883610,256453284,3,Lê Trọng Tấn,secondary,106.6023752,106.6022751,10.8160094,10.8160266
42802,65,5735304985,2621185492,256453284,3,Lê Trọng Tấn,secondary,106.6022751,106.6016869,10.8160266,10.8161432
42803,2,2661285224,5735304985,256453284,3,Lê Trọng Tấn,secondary,106.6016869,106.6016641,10.8161432,10.8161468
42804,28,2621185494,2661285224,256453284,3,Lê Trọng Tấn,secondary,106.6016641,106.6014127,10.8161468,10.8161973
42805,17,366459351,2621185494,256453284,3,Lê Trọng Tấn,secondary,106.6014127,106.6012499,10.8161973,10.8161742
42821,77,2621185525,2621185524,256453288,3,Lê Trọng Tấn,secondary,106.6086044,106.6080073,10.8125576,10.8129387
42822,18,5735368424,2621185525,256453288,3,Lê Trọng Tấn,secondary,106.6080073,106.6078368,10.8129387,10.8129688
42881,4,4616376140,5769575754,256582317,3,Phan Anh,secondary,106.6215375,106.6215441,10.7735822,10.7735381
42882,4,5769575754,4616376140,256582317,3,Phan Anh,secondary,106.6216035,106.6215969,10.7735469,10.773591
42883,21,5769575450,4616376140,256582317,3,Phan Anh,secondary,106.621544,106.6215662,10.773539,10.7733508
42884,21,4616376140,5769575450,256582317,3,Phan Anh,secondary,106.6216258,106.6216036,10.7733578,10.773546
42953,33,5769575754,5769575753,256582322,4,Lê Văn Quới,tertiary,106.6218699,106.6215755,10.7735304,10.7736154
42954,33,5769575753,5769575754,256582322,4,Lê Văn Quới,tertiary,106.6215589,106.6218533,10.7735578,10.7734728
42955,22,5769575755,5769575754,256582322,4,Lê Văn Quới,tertiary,106.6215766,106.621378,10.7736151,10.7736805
42956,22,5769575754,5769575755,256582322,4,Lê Văn Quới,tertiary,106.6213592,106.6215578,10.7736235,10.7735581
42957,57,5769575442,5769575755,256582322,4,Lê Văn Quới,tertiary,106.6213784,106.6208847,10.7736803,10.7738514
42958,57,5769575755,5769575442,256582322,4,Lê Văn Quới,tertiary,106.6208651,106.6213588,10.7737948,10.7736237
43312,17,2661285215,2661285212,260604791,3,Quốc lộ 1A,secondary_link,106.6011619,106.6012493,10.8157593,10.8158913
43313,14,2661285217,2661285215,260604791,3,Quốc lộ 1A,secondary_link,106.6012493,106.6013409,10.8158913,10.8159812
43314,10,2661285220,2661285217,260604791,3,Lê Trọng Tấn,secondary_link,106.6013409,106.6014211,10.8159812,10.8160386
43315,10,2661285222,2661285220,260604791,3,Lê Trọng Tấn,secondary_link,106.6014211,106.601514,10.8160386,10.8160674
43316,18,2661285227,2661285224,260604797,3,Lê Trọng Tấn,secondary_link,106.6016641,106.6015108,10.8161468,10.8162147
43317,10,2661285229,2661285227,260604797,3,Lê Trọng Tấn,secondary_link,106.6015108,106.601435,10.8162147,10.8162671
43318,8,2661285231,2661285229,260604797,3,Lê Trọng Tấn,secondary_link,106.601435,106.6013972,10.8162671,10.8163375
43319,11,2661285233,2661285231,260604797,3,Quốc lộ 1A,secondary_link,106.6013972,106.601369,10.8163375,10.8164371
43320,27,2262741006,2661285233,260604797,3,Quốc lộ 1A,secondary_link,106.601369,106.6013505,10.8164371,10.8166843
43324,70,3371932986,1958801672,260629985,4,Quốc lộ 1,tertiary,106.7661608,106.7655504,10.8730865,10.8732965
43325,48,5468493452,3371932986,260629985,4,Quốc lộ 1,tertiary,106.7655504,106.7651326,10.8732965,10.8734346
43326,10,3334343878,5468493452,260629985,4,Quốc lộ 1,tertiary,106.7651326,106.7650432,10.8734346,10.8734637
43440,9,2253480515,2358286023,260982115,1,Nguyễn Văn Linh,trunk,106.7004756,106.7005655,10.7283536,10.7283541
43441,298,2210801895,2253480515,260982115,1,Nguyễn Văn Linh,trunk,106.7005655,106.703294,10.7283541,10.7284182
44432,74,2500270327,2500270329,264160514,3,Trần Văn Giàu,secondary,106.5523627,106.551763,10.7703564,10.7706792
44433,35,2500302632,2500270327,264160514,3,Trần Văn Giàu,secondary,106.551763,106.5514683,10.7706792,10.7708044
44434,57,2500270328,2500302632,264160514,3,Trần Văn Giàu,secondary,106.5514683,106.5509888,10.7708044,10.7710269
44481,14,3156007495,5719489517,267371262,4,Tây Thạnh,tertiary,106.6245807,106.6246728,10.815303,10.8153956
44482,52,5719489535,3156007495,267371262,4,Tây Thạnh,tertiary,106.6246728,106.6250238,10.8153956,10.8157204
44492,146,3655114317,3655114530,267371262,4,Tây Thạnh,tertiary,106.629214,106.6303029,10.8194217,10.8201963
44493,29,3655114529,3655114317,267371262,4,Tây Thạnh,tertiary,106.6303029,106.6305237,10.8201963,10.8203487
44494,13,3655114528,3655114529,267371262,4,Tây Thạnh,tertiary,106.6305237,106.630635,10.8203487,10.8203973
44495,15,3655114526,3655114528,267371262,4,Tây Thạnh,tertiary,106.630635,106.6307719,10.8203973,10.8204466
44496,9,3655114322,3655114526,267371262,4,Tây Thạnh,tertiary,106.6307719,106.6308505,10.8204466,10.8204753
44497,9,2251580179,2091954818,267371263,4,Tây Thạnh,tertiary,106.6308154,106.6307318,10.8205927,10.8205646
44498,15,2251580175,2251580179,267371263,4,Tây Thạnh,tertiary,106.6307318,106.6305981,10.8205646,10.8205173
44499,13,3156007494,2251580175,267371263,4,Tây Thạnh,tertiary,106.6305981,106.630489,10.8205173,10.8204582
44500,46,366390133,3156007494,267371263,4,Tây Thạnh,tertiary,106.630489,106.6301535,10.8204582,10.8202068
44515,25,366399418,5735819672,267371263,4,Tây Thạnh,tertiary,106.6247849,106.6246231,10.8155995,10.8154395
44516,14,366435398,366399418,267371263,4,Tây Thạnh,tertiary,106.6246231,106.6245338,10.8154395,10.8153451
44639,44,4560085068,3630715342,281499541,2,Võ Trần Chí,primary,106.5814132,106.581305,10.7499067,10.749524
44640,25,4563996123,4560085068,281499541,2,Võ Trần Chí,primary,106.581305,106.5812421,10.749524,10.7493058
44641,5,4560085067,4563996123,281499541,2,Võ Trần Chí,primary,106.5812421,106.5812313,10.7493058,10.749256
44642,32,5593946377,4560085067,281499541,2,Võ Trần Chí,primary,106.5812313,106.5811511,10.749256,10.7489739
44648,7,366423987,5740444717,282842568,4,Tân Thới Nhất 6,unclassified,106.6082482,106.6082709,10.8335267,10.8335876
45163,86,5742410693,2899585761,286309527,3,Phạm Văn Đồng,secondary,106.7131424,106.7139018,10.8254142,10.8256276
45468,133,4612970101,411922629,288732439,2,Nguyễn Thị Minh Khai,primary,106.6886046,106.6894344,10.7726922,10.7735738
45469,8,411918706,4612970101,288732439,2,Nguyễn Thị Minh Khai,primary,106.6894344,106.6894845,10.7735738,10.7736312
45560,5,5740395721,5735793272,289315110,4,Đường Liên khu 4-5,tertiary,106.5971412,106.5971889,10.7978634,10.7978541
45562,43,5735793272,5743068479,289315110,4,Đường Liên khu 4-5,tertiary,106.5967516,106.5971431,10.7979126,10.797863
45824,68,5795001634,411924900,289968625,3,Nguyễn Trãi,secondary,106.6847211,106.6841327,10.7597743,10.7595687
45825,68,411924900,5795001634,289968625,3,Nguyễn Trãi,secondary,106.6841525,106.6847409,10.7595121,10.7597177
45826,10,411918236,5795001634,289968625,3,Nguyễn Trãi,secondary,106.6841309,106.6840399,10.759568,10.7595293
45827,10,5795001634,411918236,289968625,3,Nguyễn Trãi,secondary,106.6840633,106.6841543,10.7594741,10.7595128
45828,11,366467217,411918236,289968625,3,Nguyễn Trãi,secondary,106.6840411,106.6839448,10.7595298,10.7594937
45829,11,411918236,366467217,289968625,3,Nguyễn Trãi,secondary,106.6839658,106.6840621,10.7594375,10.7594736
45957,200,5743103713,2940025315,290474223,2,Võ Trần Chí,primary,106.5762791,106.5758606,10.7257467,10.7239881
45960,51,2940025314,2940025316,290474224,2,Cầu Kênh 7,primary,106.5764697,106.5763678,10.7261829,10.7257296
45961,51,2940025316,2940025314,290474224,2,Cầu Kênh 7,primary,106.5764264,106.5765283,10.7257164,10.7261697
45962,477,2214455544,2940025314,290474225,2,Võ Trần Chí,primary,106.5763971,106.5753778,10.725723,10.7215459
45963,52,2940025315,2940025313,290474226,2,Cầu Kênh 7,primary,106.5763917,106.5762791,10.7262079,10.7257467
46955,43,2999030270,5892098006,296122573,4,Thành Thái,tertiary,106.6669287,106.6670229,10.768132,10.767749
46956,12,2999030273,2999030272,296122574,3,Thành Thái,primary_link,106.6673908,106.6672773,10.7679525,10.7679499
46957,20,2999030267,2999030273,296122574,3,Thành Thái,primary_link,106.6672773,106.6670971,10.7679499,10.7679984
46958,26,5892098005,2999030267,296122574,3,Thành Thái,primary_link,106.6670971,106.6669153,10.7679984,10.768159
46959,23,2999040632,5778872966,296122918,3,Đường Thành Thái,primary_link,106.666908,106.6668906,10.7681721,10.7679584
46972,14,3806810444,3806810443,297309165,2,Hoàng Văn Thụ,primary,106.6534232,106.6535063,10.7928485,10.7929525
46973,38,2233772196,3806810444,297309165,2,Hoàng Văn Thụ,primary,106.6535063,106.6537325,10.7929525,10.7932229
47281,38,4636764460,2233738917,303164336,2,Lý Thường Kiệt,primary,106.6524429,106.6526136,10.7900793,10.7897761
47283,4,5593946364,5593946363,303710158,4,Trần Văn Giàu,tertiary_link,106.5817031,106.5816661,10.7492699,10.7492729
47284,4,5593946365,5593946364,303710158,4,Trần Văn Giàu,tertiary_link,106.5816661,106.58163,10.7492729,10.7492646
47285,4,5593946366,5593946365,303710158,4,Trần Văn Giàu,tertiary_link,106.58163,106.5815983,10.7492646,10.7492458
47286,4,5593946362,5593946366,303710158,4,Trần Văn Giàu,tertiary_link,106.5815983,106.5815741,10.7492458,10.7492184
47287,4,5593946367,5593946362,303710158,4,Trần Văn Giàu,tertiary_link,106.5815741,106.5815594,10.7492184,10.7491843
47288,4,5593946368,5593946367,303710158,4,Trần Văn Giàu,tertiary_link,106.5815594,106.5815564,10.7491843,10.7491474
47289,4,5593946369,5593946368,303710158,4,Trần Văn Giàu,tertiary_link,106.5815564,106.5815652,10.7491474,10.7491116
47290,4,5593946370,5593946369,303710158,4,Trần Văn Giàu,tertiary_link,106.5815652,106.581585,10.7491116,10.7490803
47291,4,3081156049,5593946370,303710158,4,Trần Văn Giàu,tertiary_link,106.581585,106.581616,10.7490803,10.7490553
47292,18,3630715332,5802898263,303710159,3,Trần Văn Giàu,primary_link,106.5816859,106.5815825,10.7492873,10.7494152
47293,8,3630715349,3630715332,303710159,3,Trần Văn Giàu,primary_link,106.5815825,106.58154,10.7494152,10.7494761
47294,7,3630715341,3630715349,303710159,3,Trần Văn Giàu,primary_link,106.58154,106.5815147,10.7494761,10.7495392
47295,13,3630715336,3630715341,303710159,3,Đường Võ Trần Chí,primary_link,106.5815147,106.5814833,10.7495392,10.7496533
47296,13,3081156050,3630715336,303710159,3,Đường Võ Trần Chí,primary_link,106.5814833,106.5814657,10.7496533,10.7497695
47297,10,3630715345,5803515622,303710160,3,Đường Võ Trần Chí,primary_link,106.5812536,106.5813174,10.7489084,10.7489784
47298,9,3630715335,3630715345,303710160,3,Đường Võ Trần Chí,primary_link,106.5813174,106.5813857,10.7489784,10.7490324
47299,6,5593946371,3630715335,303710160,3,Đường Võ Trần Chí,primary_link,106.5813857,106.5814375,10.7490324,10.7490571
47300,6,3630715330,5593946371,303710160,3,Trần Văn Giàu,primary_link,106.5814375,106.5814996,10.7490571,10.7490694
47301,8,5802898262,3630715330,303710160,3,Trần Văn Giàu,primary_link,106.5814996,106.5815731,10.7490694,10.7490751
47390,28,4074705333,2302073741,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6577511,106.657983,10.771989,10.7721082
47391,28,2302073741,4074705333,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6579556,106.6577237,10.7721616,10.7720424
47392,95,4074702171,4074705333,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6579835,106.6587508,10.7721085,10.7725222
47393,95,4074705333,4074702171,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6587224,106.6579551,10.772575,10.7721613
47394,8,4074724631,4074702171,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6587508,106.6588215,10.7725222,10.7725603
47395,8,4074702171,4074724631,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6587931,106.6587224,10.7726131,10.772575
47396,98,4074702240,4074724631,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6588215,106.6596108,10.7725603,10.7729859
47397,98,4074724631,4074702240,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6595824,106.6587931,10.7730387,10.7726131
47398,49,4074722837,4074702240,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6596108,106.6600071,10.7729859,10.7731988
47399,49,4074702240,4074722837,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6599787,106.6595824,10.7732516,10.7730387
47400,2,2964357825,4074722837,304359231,4,Đường Lý Thường Kiệt,tertiary,106.660011,106.6600324,10.7732013,10.7732175
47401,2,4074722837,2964357825,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6599962,106.6599748,10.7732653,10.7732491
47402,23,2964357828,2964357825,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6600287,106.6602141,10.7732151,10.7733166
47403,23,2964357825,2964357828,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6601853,106.6599999,10.7733692,10.7732677
47404,6,4774007052,2964357828,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6602145,106.6602627,10.7733168,10.7733442
47405,6,2964357828,4774007052,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6602331,106.6601849,10.7733964,10.773369
47406,58,4074719908,4774007052,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6602618,106.6607334,10.7733437,10.7735912
47407,58,4774007052,4074719908,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6607056,106.660234,10.7736444,10.7733969
47408,16,4074720677,4074719908,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6607337,106.6608668,10.7735914,10.7736632
47409,16,4074719908,4074720677,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6608384,106.6607053,10.773716,10.7736442
47410,70,3088844992,4074720677,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6608668,106.6614329,10.7736632,10.7739685
47411,70,4074720677,3088844992,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6614045,106.6608384,10.7740213,10.773716
47412,7,4074720686,3088844992,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6613951,106.6614367,10.7739764,10.7739231
47413,7,3088844992,4074720686,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6614839,106.6614423,10.7739601,10.7740134
47414,16,3088844993,4074720686,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6614374,106.661536,10.7739222,10.7738056
47415,16,4074720686,3088844993,304359231,4,Đường Lý Thường Kiệt,tertiary,106.6615818,106.6614832,10.7738444,10.773961
47571,49,1970245394,1970245272,306072865,2,Tôn Ðức Thắng,primary,106.7066776,106.7067134,10.7750783,10.7755226
47572,16,411918789,1970245394,306072865,2,Tôn Ðức Thắng,primary,106.7067134,106.7067018,10.7755226,10.7756746
47580,140,4066319863,4066319864,306073179,1,Cầu Sài Gòn 2,trunk,106.72378,106.7250464,10.7980792,10.7983208
47581,220,4066355290,4066319863,306073179,1,Cầu Sài Gòn 2,trunk,106.7250464,106.7270225,10.7983208,10.7987239
47582,42,4066319853,4066355290,306073179,1,Cầu Sài Gòn 2,trunk,106.7270225,106.727402,10.7987239,10.798789
47583,28,4066319854,4066319853,306073179,1,Cầu Sài Gòn 2,trunk,106.727402,106.7276601,10.798789,10.7988329
47584,246,4066319855,4066319854,306073179,1,Cầu Sài Gòn 2,trunk,106.7276601,106.729886,10.7988329,10.7992183
47593,163,4066319857,4066319862,306073180,2,Cầu Sài Gòn 2,primary,106.7237287,106.7251924,10.7979552,10.7982459
47594,244,4066319859,4066319857,306073180,2,Cầu Sài Gòn 2,primary,106.7251924,106.7273837,10.7982459,10.7986792
47595,139,4066319858,4066319859,306073180,2,Cầu Sài Gòn 2,primary,106.7273837,106.728642,10.7986792,10.7988988
47638,83,2466118956,5752825940,307745725,2,Nguyễn Oanh,primary,106.6769029,106.6766456,10.8428376,10.8421341
47639,20,4461950367,2466118956,307745725,2,Nguyễn Oanh,primary,106.6766456,106.6765756,10.8421341,10.8419656
47640,43,4447328624,4461950367,307745725,2,Nguyễn Oanh,primary,106.6765756,106.6764348,10.8419656,10.8416041
47910,29,5738447126,5738447125,311378706,4,Phan Văn Trị,tertiary,106.6937653,106.6936545,10.8212837,10.8215292
47911,11,4631562535,5738447126,311378706,4,Phan Văn Trị,tertiary,106.6936545,106.6936299,10.8215292,10.8216255
47912,35,5719317999,4631562535,311378706,4,Phan Văn Trị,tertiary,106.6936299,106.6935639,10.8216255,10.8219397
48133,10,5721686014,1409491230,315564842,2,Hoàng Văn Thụ,primary,106.6616781,106.6617711,10.8006677,10.8006955
48134,21,3224353383,5721686014,315564842,2,Hoàng Văn Thụ,primary,106.6617711,106.6619639,10.8006955,10.8007312
48135,34,2453734022,3224353383,315564842,2,Hoàng Văn Thụ,primary,106.6619639,106.6622813,10.8007312,10.8007423
48865,12,2355607704,2210760917,316618666,2,Nguyễn Hữu Thọ,primary,106.700596,106.7005816,10.7281235,10.7282314
48866,13,2253480515,2355607704,316618666,2,Nguyễn Hữu Thọ,primary,106.7005816,106.7005655,10.7282314,10.7283541
48867,50,2355608069,2253480515,316618666,2,Nguyễn Hữu Thọ,primary,106.7005655,106.7005113,10.7283541,10.7288044
48935,33,2344160816,5783327103,317314469,3,Huỳnh Tấn Phát,secondary,106.7305206,106.7304819,10.7372444,10.7375413
48936,7,2394702736,2344160816,317314469,3,Huỳnh Tấn Phát,secondary,106.7304819,106.7304691,10.7375413,10.7376064
48937,10,2351811220,2394702736,317314469,3,Huỳnh Tấn Phát,secondary,106.7304691,106.7304509,10.7376064,10.7377036
48938,22,2351811224,2351811220,317314469,3,Huỳnh Tấn Phát,secondary,106.7304509,106.7304148,10.7377036,10.7379015
49184,181,5462344911,5462344910,319790115,2,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary,106.666641,106.6651937,10.7674703,10.7666654
49186,59,5462344910,3262508964,319790115,2,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary,106.6671069,106.6666406,10.767739,10.7674701
49188,95,3262508964,5757841587,319790115,2,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary,106.6678725,106.6671074,10.7681634,10.7677392
49190,261,5757841587,5757841588,319790115,2,Cầu vượt Lý Thái Tổ - Nguyễn Tri Phương,primary,106.6699833,106.6678731,10.7692692,10.7681638
49313,29,5963124780,5963124763,320897720,1,Đường cao tốc Tp. Hồ Chí Minh-Long Thành-Dầu Giây,motorway,106.7555931,106.7553317,10.7939773,10.7938965
49328,446,3337595373,3289025857,322142359,2,Cầu vượt Lăng Cha Cả,primary,106.6585487,106.6626273,10.8009324,10.8006521
49601,51,4622816953,3037237804,323398643,1,Nhánh A1,motorway,106.753732,106.7532881,10.793424,10.7932725
49603,41,3275610374,4622816953,323398643,1,Nhánh A1,motorway,106.7532831,106.7529513,10.7932703,10.7930841
49605,32,3275610380,3275610374,323398643,1,Nhánh A1,motorway,106.7529486,106.7527106,10.7930823,10.7929127
49607,37,4001093370,3275610380,323398643,1,Nhánh A1,motorway,106.7527089,106.7524467,10.7929114,10.792694
49609,16,5963137833,4001093370,323398643,1,Nhánh A1,motorway,106.7524491,106.7523235,10.7926958,10.7926117
49611,20,5963144334,5963137833,323398643,1,Nhánh A1,motorway,106.7523291,106.7521563,10.7926147,10.7925457
49612,20,5963137833,5963144334,323398643,1,Nhánh A1,motorway,106.7521785,106.7523513,10.7924899,10.7925589
49613,17,5963104797,5963144334,323398643,1,Nhánh A1,motorway,106.7521586,106.7520037,10.7925465,10.792499
49614,17,5963144334,5963104797,323398643,1,Nhánh A1,motorway,106.7520213,106.7521762,10.7924416,10.7924891
49669,161,4612970107,2365199344,326770978,2,Trần Hưng Ðạo,primary,106.6963847,106.6954244,10.7692282,10.7681184
49670,12,4612970106,4612970107,326770978,2,Trần Hưng Ðạo,primary,106.6954244,106.6953474,10.7681184,10.7680299
49671,133,4609802777,4612970106,326770978,2,Trần Hưng Ðạo,primary,106.6953474,106.694555,10.7680299,10.7671192
49688,87,3371932972,1958801664,326770989,4,Quốc lộ 1,tertiary,106.7654315,106.7661923,10.8730469,10.8727999
49693,397,1958801725,3334343869,326770992,1,Cầu vượt Linh Xuân,trunk,106.766864,106.7634192,10.8727455,10.8739107
49701,33,366415497,1958801581,326770994,1,Quốc lộ 1,trunk,106.7912212,106.7915027,10.8666885,10.8665753
49702,19,1958801578,366415497,326770994,1,Quốc lộ 1,trunk,106.7915027,106.7916686,10.8665753,10.8665011
49757,52,1958801708,3334343878,326771000,4,Quốc lộ 1,tertiary,106.7650432,106.7645897,10.8734637,10.873609
49917,12,2036596495,411918789,326848029,2,Tôn Ðức Thắng,primary,106.7067018,106.706719,10.7756746,10.7757849
49918,22,2036082987,2036596495,326848029,2,Tôn Ðức Thắng,primary,106.706719,106.706726,10.7757849,10.7759886
49974,17,5763168799,2364030594,326849844,2,Nguyễn Thị Minh Khai,primary,106.6897677,106.6898727,10.7739104,10.7740269
50119,13,4595643015,4595643000,327097625,3,3 Tháng 2,primary_link,106.6432741,106.6431694,10.754819,10.7547614
50120,12,6169690227,4595643015,327097625,3,3 Tháng 2,primary_link,106.6431694,106.6430745,10.7547614,10.754706
50121,20,4595643014,6169690227,327097625,3,3 Tháng 2,primary_link,106.6430745,106.6429134,10.754706,10.7546119
50122,7,5813728934,4595643014,327097625,3,3 Tháng 2,primary_link,106.6429134,106.6428482,10.7546119,10.7545793
50123,9,5813728933,5813728934,327097625,3,3 Tháng 2,primary_link,106.6428482,106.6427692,10.7545793,10.7545398
50124,12,4631321473,5813728933,327097625,3,3 Tháng 2,primary_link,106.6427692,106.6426655,10.7545398,10.754488
50125,22,4595643009,4631321473,327097625,3,3 Tháng 2,primary_link,106.6426655,106.6424676,10.754488,10.7544205
50211,15,5762610072,2498091942,327097636,2,Nguyễn Thị Minh Khai,primary,106.6818889,106.6817607,10.7657285,10.7656594
50222,36,1802527925,5813660488,327097640,4,Nguyễn Văn Luông,tertiary,106.6346173,106.6345097,10.7533689,10.7536779
50357,8,5772562969,5772562970,327181430,3,Hậu Giang,secondary,106.6410434,106.6411167,10.7495251,10.7495319
50358,8,5772562970,5772562969,327181430,3,Hậu Giang,secondary,106.6411111,106.6410378,10.7495917,10.7495849
50379,21,2361894693,1648965130,327181431,2,Kinh Dương Vương,primary,106.6235144,106.6237016,10.7452864,10.7453582
50728,19,5762654859,366428705,328168531,2,Phạm Văn Đồng,primary,106.7649078,106.7648273,10.8730737,10.872913
50729,19,366428705,5762654859,328168531,2,Phạm Văn Đồng,primary,106.7648809,106.7649614,10.8728862,10.8730469
51125,101,411926580,3166179578,329878177,2,Hai Bà Trưng,primary,106.6987837,106.6980885,10.7822921,10.7828919
51126,101,3166179578,411926580,329878177,2,Hai Bà Trưng,primary,106.6980493,106.6987445,10.7828465,10.7822467
51127,1,4088783458,411926580,329878177,2,Hai Bà Trưng,primary,106.6980888,106.6980791,10.7828916,10.7829002
51128,1,411926580,4088783458,329878177,2,Hai Bà Trưng,primary,106.6980393,106.698049,10.7828554,10.7828468
51129,112,3474054214,4088783458,329878177,2,Hai Bà Trưng,primary,106.6980791,106.697311,10.7829003,10.7835785
51130,112,4088783458,3474054214,329878177,2,Hai Bà Trưng,primary,106.6972712,106.6980393,10.7835335,10.7828553
