,period,segment_id,date,weekday,tomtom_velocity,base_LOS,isHot,weather,temperature,district,lat,lng,is_morning
521,period_15_15,69610,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.768946199999998,106.6695402,0
522,period_15_15,56811,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7779623,106.65638505,0
523,period_15_15,56813,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7783859,106.65673505,0
524,period_15_15,56815,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7787093,106.65703015,0
525,period_15_15,56817,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77917455,106.6574571,0
526,period_15_15,56819,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77958235,106.65783135,0
527,period_15_15,56821,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7797406,106.65797655,0
528,period_15_15,56823,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7802542,106.658448,0
529,period_15_15,21497,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7775739,106.68160645,0
530,period_15_15,21498,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7775741,106.681672,0
531,period_15_15,21499,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77759755,106.6817475,0
532,period_15_15,21500,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7776469,106.6818243,0
533,period_15_15,56829,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7821775,106.6602134,0
534,period_15_15,56831,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78244085,106.66050825,0
535,period_15_15,21511,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.778034,106.68145695,0
536,period_15_15,40468,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77776395,106.68126265,0
537,period_15_15,40473,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.775098,106.67955355,0
538,period_15_15,15406,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77120005,106.65904025,0
539,period_15_15,15412,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77247845,106.6604763,0
540,period_15_15,65087,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78493565,106.6627444,0
541,period_15_15,65089,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78541305,106.6631526,0
542,period_15_15,65091,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7862635,106.6639333,0
543,period_15_15,58438,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7827624,106.66074985,0
544,period_15_15,58440,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78285525,106.66083955,0
545,period_15_15,58442,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7831235,106.66109255,0
546,period_15_15,58444,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7833795,106.66132965,0
547,period_15_15,58446,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7836066,106.66154275,0
548,period_15_15,58448,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7842138,106.6621028,0
549,period_15_15,56814,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7784263,106.65669065,0
550,period_15_15,56816,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7787499,106.65698595,0
551,period_15_15,56818,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77921515,106.6574129,0
552,period_15_15,56820,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77962295,106.65778715,0
553,period_15_15,56822,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7797812,106.65793235,0
554,period_15_15,56824,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7802948,106.6584038,0
555,period_15_15,56826,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7807946,106.65886635,0
556,period_15_15,56828,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7814742,106.65948305,0
557,period_15_15,56830,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7822211,106.6601722,0
558,period_15_15,56832,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78248625,106.66046905,0
559,period_15_15,15490,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7811623,106.6697499,0
560,period_15_15,15492,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7813986,106.6700579,0
561,period_15_15,15494,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78162125,106.67034815,0
562,period_15_15,15496,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78175785,106.67052625,0
563,period_15_15,15498,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78203645,106.6708894,0
564,period_15_15,15500,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7822186,106.6711268,0
565,period_15_15,15502,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78229835,106.6712318,0
566,period_15_15,15504,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78247205,106.6714612,0
567,period_15_15,15506,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78260665,106.6716389,0
568,period_15_15,15508,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78278145,106.6718698,0
569,period_15_15,40474,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77496635,106.6793932,0
570,period_15_15,15408,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77199645,106.65992935,0
571,period_15_15,15410,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77216935,106.66012855,0
572,period_15_15,15442,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77646755,106.66358355,0
573,period_15_15,15444,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.776515,106.66364025,0
574,period_15_15,15446,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77670665,106.66388705,0
575,period_15_15,15448,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7768817,106.6641159,0
576,period_15_15,15450,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77705075,106.66433445,0
577,period_15_15,15456,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77754915,106.66499985,0
578,period_15_15,15458,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7776502,106.66513205,0
579,period_15_15,15460,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77780065,106.66532795,0
580,period_15_15,15462,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7780471,106.66564305,0
581,period_15_15,15464,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7782445,106.66588455,0
582,period_15_15,15466,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7783396,106.6659978,0
583,period_15_15,15468,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7783931,106.6660629,0
584,period_15_15,15476,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7794681,106.66747605,0
585,period_15_15,21512,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.7779842,106.68141315,0
586,period_15_15,40469,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.7766347,106.68055235,0
587,period_15_15,40470,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.7755834,106.67992665,0
588,period_15_15,40471,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.77544775,106.6798408,0
589,period_15_15,40472,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.7752577,106.6797043,0
590,period_15_15,15414,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77268525,106.66068275,0
591,period_15_15,15416,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77318935,106.66105085,0
592,period_15_15,15418,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7737395,106.6614559,0
593,period_15_15,56634,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7927401,106.6532239,0
594,period_15_15,56635,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.79249475,106.65307955,0
595,period_15_15,15420,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77389385,106.66157595,0
596,period_15_15,15422,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77399665,106.6616591,0
597,period_15_15,15424,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77425005,106.66185385,0
598,period_15_15,15426,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7746143,106.6621298,0
599,period_15_15,15428,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77481895,106.66228585,0
600,period_15_15,58436,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7826765,106.66067675,0
601,period_15_15,15430,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77495295,106.66238895,0
602,period_15_15,15432,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7750651,106.6624749,0
603,period_15_15,15434,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7754759,106.66279605,0
604,period_15_15,15436,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.77588085,106.6631126,0
605,period_15_15,15438,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7761562,106.6633314,0
606,period_15_15,15440,2022-03-20,6,13,F,True,few clouds,27,Quận 3,10.7764355,106.66355345,0
607,period_15_15,69630,2022-03-20,6,13,F,True,few clouds,27,Quận 11,10.76926815,106.67001385,0
608,period_15_15,15488,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7810245,106.66956375,0
609,period_15_15,15470,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7785327,106.66624375,0
610,period_15_15,15452,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77725775,106.66460665,0
611,period_15_15,15472,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.778797099999998,106.6665954,0
612,period_15_15,15474,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7790481,106.66693735,0
613,period_15_15,15486,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78074385,106.66918355,0
614,period_15_15,15478,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77986055,106.6679724,0
615,period_15_15,15480,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78004415,106.66822515,0
616,period_15_15,15482,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78035385,106.6686515,0
617,period_15_15,40475,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7743836,106.67851595,0
618,period_15_15,15484,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7805526,106.6689251,0
619,period_15_15,15454,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.77738995,106.66478745,0
620,period_15_15,38016,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7804359,106.67668355,0
621,period_15_15,58025,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.785773249999998,106.6666902,0
622,period_15_15,58027,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78563765,106.66695045,0
623,period_15_15,64949,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7882334,106.6621275,0
624,period_15_15,64951,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78829775,106.66200045,0
625,period_15_15,64953,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78836515,106.6618674,0
626,period_15_15,64955,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78847645,106.66164765,0
627,period_15_15,64957,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7886229,106.66135845,0
628,period_15_15,64959,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7887524,106.66110635,0
629,period_15_15,64969,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.79090535,106.6570509,0
630,period_15_15,16203,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7790083,106.6793343,0
631,period_15_15,64971,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7912132,106.6564482,0
632,period_15_15,64973,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.79150685,106.6558732,0
633,period_15_15,16207,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77939225,106.678629,0
634,period_15_15,65362,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7811102,106.67541,0
635,period_15_15,37986,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7859355,106.66637775,0
636,period_15_15,37988,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78602015,106.6662141,0
637,period_15_15,37990,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78612715,106.66600785,0
638,period_15_15,37998,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7794929,106.67844165,0
639,period_15_15,38002,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77967155,106.67811055,0
640,period_15_15,63635,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7761362,106.68038535,0
641,period_15_15,63636,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77692425,106.68084515,0
642,period_15_15,63637,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7772814,106.68105355,0
643,period_15_15,33879,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.79186605,106.6528857,0
644,period_15_15,21501,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77771315,106.68187575,0
645,period_15_15,33874,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.79105505,106.6525784,0
646,period_15_15,21502,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7777812,106.6819014,0
647,period_15_15,81738,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77641935,106.66361605,0
648,period_15_15,33871,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7904288,106.65255055,0
649,period_15_15,33872,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.790716150000002,106.652544,0
650,period_15_15,33873,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.79088995,106.6525537,0
651,period_15_15,21503,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7778455,106.68190735,0
652,period_15_15,56640,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7915213,106.65263655,0
653,period_15_15,56641,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7914129,106.6525999,0
654,period_15_15,56642,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.79127185,106.6525588,0
655,period_15_15,56647,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7903937,106.65237365,0
656,period_15_15,21513,2022-03-20,6,13,F,True,few clouds,27,Quận 10,10.77791705,106.6813814,0
657,period_15_15,56636,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7922489,106.6529441,0
658,period_15_15,56637,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.79204935,106.6528454,0
659,period_15_15,56638,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.79190565,106.65278445,0
660,period_15_15,56639,2022-03-20,6,13,F,True,few clouds,27,Quận Tân Bình,10.7916961,106.6527005,0
661,period_15_15,56643,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7910642,106.6525084,0
662,period_15_15,56644,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.79089925,106.6524753,0
663,period_15_15,56645,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.79073875,106.65244975,0
664,period_15_15,56646,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7905929,106.6524266,0
665,period_15_15,21514,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7778372,106.6813688,0
666,period_15_15,33853,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7902269,106.65229625,0
667,period_15_15,81737,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7763915,106.66359005,0
668,period_15_15,56627,2022-03-20,6,50,A,True,few clouds,27,Quận 1,10.7926546,106.65377805,0
669,period_15_15,38006,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77998985,106.6775177,0
670,period_15_15,21518,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77758995,106.6815404,0
671,period_15_15,58240,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7733388,106.6573664,0
672,period_15_15,58241,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7741148,106.6571495,0
673,period_15_15,58242,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77476015,106.65696885,0
674,period_15_15,58243,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7753714,106.65679765,0
675,period_15_15,58244,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7756899,106.65670845,0
676,period_15_15,58245,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7758418,106.6566659,0
677,period_15_15,58246,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7761827,106.65657045,0
678,period_15_15,58247,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77652935,106.6564734,0
679,period_15_15,58248,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77659305,106.6564557,0
680,period_15_15,58249,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.777164,106.6563007,0
681,period_15_15,33835,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7902321,106.6525934,0
682,period_15_15,36657,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7779478,106.65609265,0
683,period_15_15,36660,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77874555,106.6558648,0
684,period_15_15,63466,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78956945,106.6527669,0
685,period_15_15,63447,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7795175,106.655637,0
686,period_15_15,63448,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78012895,106.6554616,0
687,period_15_15,63449,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78093755,106.65523045,0
688,period_15_15,63450,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7816711,106.6550203,0
689,period_15_15,63451,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78220835,106.65486615,0
690,period_15_15,63452,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7826398,106.6547424,0
691,period_15_15,63453,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7832732,106.65456105,0
692,period_15_15,63454,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7837365,106.654429,0
693,period_15_15,63455,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78390055,106.65438265,0
694,period_15_15,63456,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78416945,106.6543052,0
695,period_15_15,63457,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78440955,106.65423675,0
696,period_15_15,63458,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78477675,106.6541329,0
697,period_15_15,63459,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7853564,106.6539677,0
698,period_15_15,63460,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7858363,106.65383095,0
699,period_15_15,63461,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78640155,106.65366985,0
700,period_15_15,63462,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7874923,106.65335895,0
701,period_15_15,63463,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78830105,106.65312845,0
702,period_15_15,63464,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.78855655,106.6530556,0
703,period_15_15,58217,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.76386595,106.6600196,0
704,period_15_15,58218,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.76398815,106.6599854,0
705,period_15_15,58219,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.76455375,106.659827,0
706,period_15_15,58220,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7651669,106.65965805,0
707,period_15_15,63465,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7890338,106.65291955,0
708,period_15_15,58222,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.76547385,106.65956935,0
709,period_15_15,58223,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7656737,106.6595131,0
710,period_15_15,58224,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7659891,106.6594248,0
711,period_15_15,58225,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.766437,106.65929965,0
712,period_15_15,58226,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.76701745,106.6591424,0
713,period_15_15,58227,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7676312,106.65898305,0
714,period_15_15,58229,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7693153,106.6584917,0
715,period_15_15,58230,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7696231,106.6584074,0
716,period_15_15,58231,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7696907,106.65838845,0
717,period_15_15,58232,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7698866,106.6583336,0
718,period_15_15,58233,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7702135,106.6582421,0
719,period_15_15,58234,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77120695,106.6579639,0
720,period_15_15,58235,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77226305,106.6576681,0
721,period_15_15,58236,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.77255065,106.65758755,0
722,period_15_15,58237,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7726153,106.6575695,0
723,period_15_15,58239,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7727462,106.65753205,0
724,period_15_15,63477,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78398165,106.65427205,0
725,period_15_15,63479,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7832955,106.65447225,0
726,period_15_15,63480,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7830962,106.65452875,0
727,period_15_15,63481,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7827083,106.65463885,0
728,period_15_15,36718,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7694069,106.6583731,0
729,period_15_15,63469,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7878483,106.6531727,0
730,period_15_15,63483,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7812651,106.65504835,0
731,period_15_15,36720,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.76823515,106.6587013,0
732,period_15_15,63486,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77920165,106.6556571,0
733,period_15_15,36723,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7672181,106.65898585,0
734,period_15_15,33855,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.79017995,106.6522952,0
735,period_15_15,36724,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7658418,106.6593709,0
736,period_15_15,63441,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7786191,106.6558168,0
737,period_15_15,63442,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77844265,106.6558651,0
738,period_15_15,63443,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7782572,106.65591105,0
739,period_15_15,63444,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7780358,106.6559656,0
740,period_15_15,63445,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7778235,106.65602055,0
741,period_15_15,63471,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78635145,106.6535998,0
742,period_15_15,36699,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77739255,106.6561393,0
743,period_15_15,36700,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77681905,106.65629975,0
744,period_15_15,36701,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7765204,106.6563833,0
745,period_15_15,34013,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7896718,106.65264445,0
746,period_15_15,36703,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77606965,106.6565094,0
747,period_15_15,36704,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.775423,106.65667515,0
748,period_15_15,36705,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77488095,106.65681615,0
749,period_15_15,36706,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7743458,106.65697895,0
750,period_15_15,36707,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7739094,106.6571117,0
751,period_15_15,36708,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77364115,106.65719265,0
752,period_15_15,36709,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77329235,106.6572952,0
753,period_15_15,36710,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7729591,106.65738515,0
754,period_15_15,36702,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77642735,106.65640935,0
755,period_15_15,36711,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7726246,106.6574738,0
756,period_15_15,36713,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7720612,106.6576309,0
757,period_15_15,36714,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7718646,106.65768955,0
758,period_15_15,63467,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78911545,106.6528111,0
759,period_15_15,36712,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.77229395,106.6575658,0
760,period_15_15,36717,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7700974,106.6581803,0
761,period_15_15,36715,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7716414,106.657752,0
762,period_15_15,36719,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7686429,106.65858685,0
763,period_15_15,63468,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78855655,106.6529706,0
764,period_15_15,63473,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78534015,106.6538884,0
765,period_15_15,63474,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78491325,106.6540102,0
766,period_15_15,46955,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7679405,106.6669758,0
767,period_15_15,63470,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7870331,106.6534053,0
768,period_15_15,36716,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7709619,106.65793845,0
769,period_15_15,36726,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.76435975,106.6597856,0
770,period_15_15,36727,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.763967,106.65989545,0
771,period_15_15,36728,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7638198,106.6599366,0
772,period_15_15,63472,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78579755,106.65375785,0
773,period_15_15,63482,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.78218685,106.65478685,0
774,period_15_15,36722,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.76782665,106.6588213,0
