,period,segment_id,date,weekday,tomtom_velocity,base_LOS,isHot,weather,temperature,district,lat,lng,is_morning
259,period_15_15,41884,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77507845,106.6641626,0
260,period_15_15,41886,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77482825,106.664261,0
261,period_15_15,41888,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7746704,106.66432325,0
262,period_15_15,41890,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77446145,106.6644039,0
263,period_15_15,41892,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77428975,106.66446835,0
264,period_15_15,64932,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7905201,106.65789775,0
265,period_15_15,41894,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7741538,106.66452075,0
266,period_15_15,64934,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7906093,106.65773175,0
267,period_15_15,41896,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77400345,106.664579,0
268,period_15_15,64936,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7907004,106.6575622,0
269,period_15_15,41898,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77388455,106.66462325,0
270,period_15_15,41900,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7737859,106.6646619,0
271,period_15_15,41902,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7737161,106.66468995,0
272,period_15_15,41904,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7735523,106.6647672,0
273,period_15_15,41906,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7729502,106.6650015,0
274,period_15_15,41908,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7724493,106.66518375,0
275,period_15_15,64948,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.788287,106.6621547,0
276,period_15_15,41910,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7722765,106.66525095,0
277,period_15_15,64950,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78835135,106.66202765,0
278,period_15_15,41912,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77199945,106.66535815,0
279,period_15_15,64952,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78841875,106.6618946,0
280,period_15_15,41914,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7718308,106.665424,0
281,period_15_15,64954,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78853005,106.66167485,0
282,period_15_15,41916,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.77178225,106.6654419,0
283,period_15_15,64956,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7886765,106.66138565,0
284,period_15_15,41918,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7714019,106.6655885,0
285,period_15_15,64958,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7888056,106.66113415,0
286,period_15_15,41920,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7704136,106.66597025,0
287,period_15_15,64960,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7889277,106.66090635,0
288,period_15_15,41922,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.76958135,106.66629095,0
289,period_15_15,64962,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7890374,106.66070625,0
290,period_15_15,41924,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7692369,106.6664424,0
291,period_15_15,64964,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.79077585,106.65742195,0
292,period_15_15,41926,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.76889085,106.66660915,0
293,period_15_15,64966,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7908312,106.6573209,0
294,period_15_15,41928,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.76862815,106.6667306,0
295,period_15_15,64968,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.79095875,106.6570781,0
296,period_15_15,41930,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.7683928,106.6668384,0
297,period_15_15,64970,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7912666,106.6564754,0
298,period_15_15,41932,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.768206500000002,106.66692425,0
299,period_15_15,64972,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.79156025,106.6559006,0
300,period_15_15,41934,2022-03-20,6,43,A,True,few clouds,27,Quận 10,10.76818015,106.66693785,0
301,period_15_15,64974,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7916807,106.6556718,0
302,period_15_15,64976,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7917654,106.65551565,0
303,period_15_15,64978,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.79181085,106.6554318,0
304,period_15_15,64980,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7919981,106.65508905,0
305,period_15_15,63446,2022-03-20,6,43,A,True,few clouds,27,Quận Tân Bình,10.7790514,106.6557743,0
306,period_15_15,64982,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7924098,106.65433645,0
307,period_15_15,64984,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78727825,106.66401305,0
308,period_15_15,64986,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7874706,106.66365125,0
309,period_15_15,64988,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78764,106.6633356,0
310,period_15_15,64990,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7877599,106.6631123,0
311,period_15_15,64992,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78788315,106.66288635,0
312,period_15_15,64994,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7880644,106.66255925,0
313,period_15_15,64996,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7882053,106.66230715,0
314,period_15_15,64999,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.7828477,106.67229585,0
315,period_15_15,65001,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78267285,106.67262575,0
316,period_15_15,65003,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78255395,106.6728486,0
317,period_15_15,65005,2022-03-20,6,43,A,True,few clouds,27,Quận 3,10.78249605,106.672956,0
318,period_15_15,21515,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7777573,106.6813814,0
319,period_15_15,41873,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7763509,106.66359925,0
320,period_15_15,41875,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7761236,106.6636911,0
321,period_15_15,41877,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77586095,106.6637949,0
322,period_15_15,41879,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77568675,106.66386245,0
323,period_15_15,41881,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7754073,106.66397075,0
324,period_15_15,41883,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77505685,106.6641066,0
325,period_15_15,41885,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77480545,106.6642056,0
326,period_15_15,41887,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.774649,106.66426725,0
327,period_15_15,41889,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77443985,106.6643479,0
328,period_15_15,41891,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77426975,106.66441175,0
329,period_15_15,41893,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.774131,106.66446535,0
330,period_15_15,41895,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77398305,106.6645226,0
331,period_15_15,41897,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77386275,106.66456745,0
332,period_15_15,41899,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7737639,106.6646061,0
333,period_15_15,41901,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7736925,106.66463475,0
334,period_15_15,41903,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7735265,106.664713,0
335,period_15_15,41905,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7729298,106.6649451,0
336,period_15_15,47281,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7899277,106.65252825,0
337,period_15_15,41907,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7724273,106.66512795,0
338,period_15_15,41909,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7722549,106.66519495,0
339,period_15_15,41911,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77197785,106.66530215,0
340,period_15_15,41913,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7718074,106.6653688,0
341,period_15_15,41915,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77176305,106.6653851,0
342,period_15_15,41917,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7713801,106.6655325,0
343,period_15_15,41919,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.770392,106.66591425,0
344,period_15_15,33857,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.79013495,106.652309,0
345,period_15_15,41921,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76955975,106.66623495,0
346,period_15_15,41923,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7692097,106.666389,0
347,period_15_15,41925,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76886565,106.66655475,0
348,period_15_15,41927,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76860295,106.6666762,0
349,period_15_15,41929,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.768368,106.6667838,0
350,period_15_15,41931,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7681795,106.66687065,0
351,period_15_15,41933,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76815095,106.66688545,0
352,period_15_15,41935,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7681322,106.6668951,0
353,period_15_15,12497,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.775292,106.66755215,0
354,period_15_15,12499,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7750405,106.6677156,0
355,period_15_15,12501,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77497985,106.6677521,0
356,period_15_15,12503,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77478105,106.6678715,0
357,period_15_15,12505,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7744496,106.6680736,0
358,period_15_15,12509,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7741475,106.6682674,0
359,period_15_15,34014,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.789526,106.65269055,0
360,period_15_15,12513,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77376565,106.6685169,0
361,period_15_15,12515,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77332015,106.66876625,0
362,period_15_15,12517,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7728688,106.6690075,0
363,period_15_15,12519,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7727122,106.6690912,0
364,period_15_15,12521,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77257945,106.66916215,0
365,period_15_15,12523,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7723197,106.6693007,0
366,period_15_15,12525,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77210045,106.6694213,0
367,period_15_15,12527,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7719515,106.66950605,0
368,period_15_15,12529,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7716009,106.6696984,0
369,period_15_15,36721,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.76806695,106.65875405,0
370,period_15_15,12531,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.770858700000002,106.6700973,0
371,period_15_15,12533,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.7703381,106.67037165,0
372,period_15_15,63478,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7835391,106.6543995,0
373,period_15_15,12535,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77023425,106.6704242,0
374,period_15_15,79222,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76767255,106.6670477,0
375,period_15_15,12537,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.77010935,106.67048395,0
376,period_15_15,12539,2022-03-20,6,49,A,True,few clouds,27,Quận 10,10.76985205,106.67061665,0
377,period_15_15,63485,2022-03-20,6,49,A,True,few clouds,27,Quận Tân Bình,10.7800865,106.6553968,0
378,period_15_15,69633,2022-03-20,6,50,A,True,few clouds,27,Quận 11,10.7664683,106.66496905,0
379,period_15_15,69635,2022-03-20,6,50,A,True,few clouds,27,Quận 11,10.7666747,106.6653656,0
380,period_15_15,63098,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76789545,106.66761305,0
381,period_15_15,63099,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7679759,106.66777415,0
382,period_15_15,63609,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77118185,106.67360305,0
383,period_15_15,15401,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77035405,106.6581304,0
384,period_15_15,15403,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77036395,106.65817475,0
385,period_15_15,15405,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.771155449999998,106.65908025,0
386,period_15_15,15407,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77195105,106.65996875,0
387,period_15_15,63612,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7716568,106.67436355,0
388,period_15_15,15409,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77212395,106.66016795,0
389,period_15_15,15411,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77243405,106.6605167,0
390,period_15_15,15413,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77264985,106.66073115,0
391,period_15_15,63613,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7717811,106.6745615,0
392,period_15_15,15415,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77315395,106.66109925,0
393,period_15_15,15417,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7737031,106.6615037,0
394,period_15_15,15419,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77385605,106.66162255,0
395,period_15_15,15421,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77395885,106.6617057,0
396,period_15_15,65086,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78489645,106.6627898,0
397,period_15_15,15423,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77421385,106.66190165,0
398,period_15_15,65088,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78537425,106.6631984,0
399,period_15_15,15425,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7745781,106.6621776,0
400,period_15_15,65090,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7862225,106.6639771,0
401,period_15_15,15427,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77478195,106.66233305,0
402,period_15_15,58435,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7826419,106.66072575,0
403,period_15_15,15429,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77491655,106.66243655,0
404,period_15_15,58437,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7827214,106.66079365,0
405,period_15_15,15431,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7750281,106.6625221,0
406,period_15_15,33863,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.79005315,106.6524187,0
407,period_15_15,15433,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7754389,106.66284325,0
408,period_15_15,58439,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78281265,106.66088175,0
409,period_15_15,15435,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77584385,106.6631598,0
410,period_15_15,58441,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7830825,106.66113635,0
411,period_15_15,15437,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7761188,106.6633784,0
412,period_15_15,58443,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7833399,106.66137485,0
413,period_15_15,15439,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7763983,106.66360065,0
414,period_15_15,58445,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7835654,106.66158635,0
415,period_15_15,15441,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77642195,106.66362255,0
416,period_15_15,58447,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7841734,106.6621472,0
417,period_15_15,15443,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7764688,106.66367865,0
418,period_15_15,15445,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77665905,106.66392345,0
419,period_15_15,15447,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7768341,106.6641523,0
420,period_15_15,33880,2022-03-20,6,50,A,True,few clouds,27,Quận Tân Bình,10.7920284,106.65297655,0
421,period_15_15,15449,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77700335,106.66437125,0
422,period_15_15,15451,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77720915,106.66464185,0
423,period_15_15,15453,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77734155,106.66482305,0
424,period_15_15,15455,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77750155,106.66503625,0
425,period_15_15,15457,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7776026,106.66516845,0
426,period_15_15,15459,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77775305,106.66536455,0
427,period_15_15,15461,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7780003,106.66568045,0
428,period_15_15,15463,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7781985,106.66592315,0
429,period_15_15,15465,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7782936,106.6660364,0
430,period_15_15,15467,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7783467,106.6661009,0
431,period_15_15,15469,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7784847,106.66627975,0
432,period_15_15,15471,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7787491,106.6666314,0
433,period_15_15,15473,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7789989,106.66697175,0
434,period_15_15,15475,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7794213,106.66751365,0
435,period_15_15,63092,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7670593,106.6660677,0
436,period_15_15,15477,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77981195,106.6680076,0
437,period_15_15,63093,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76745965,106.66680365,0
438,period_15_15,15479,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.77999555,106.66826035,0
439,period_15_15,63608,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7709855,106.6732885,0
440,period_15_15,63097,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7678141,106.667465,0
441,period_15_15,63610,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7713501,106.67387535,0
442,period_15_15,63611,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7715241,106.6741542,0
443,period_15_15,15483,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.780504,106.6689603,0
444,period_15_15,15481,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78030525,106.6686867,0
445,period_15_15,15485,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78069565,106.66921935,0
446,period_15_15,63095,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.767627050000002,106.66712665,0
447,period_15_15,63096,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7677103,106.66727605,0
448,period_15_15,15489,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7811147,106.6697865,0
449,period_15_15,63618,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7725523,106.67580155,0
450,period_15_15,63619,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7727035,106.6760445,0
451,period_15_15,63617,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77237825,106.6755218,0
452,period_15_15,63620,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7728518,106.67628275,0
453,period_15_15,63621,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77295765,106.67645285,0
454,period_15_15,63614,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7719276,106.67479535,0
455,period_15_15,15487,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7809761,106.66959915,0
456,period_15_15,15491,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.781351,106.6700945,0
457,period_15_15,63623,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77315775,106.6767743,0
458,period_15_15,63622,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7730329,106.6765738,0
459,period_15_15,63625,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7735145,106.6773473,0
460,period_15_15,15493,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78157365,106.67038475,0
461,period_15_15,63624,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7733663,106.67710925,0
462,period_15_15,15495,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78171025,106.67056285,0
463,period_15_15,15497,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78198885,106.670926,0
464,period_15_15,15499,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.782171,106.6711634,0
465,period_15_15,15501,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78225055,106.671268,0
466,period_15_15,15503,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78242425,106.6714974,0
467,period_15_15,15505,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78255885,106.6716751,0
468,period_15_15,15507,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.78273365,106.671906,0
469,period_15_15,63626,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7736557,106.67757405,0
470,period_15_15,63126,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76950665,106.6705578,0
471,period_15_15,63127,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76984615,106.6711839,0
472,period_15_15,63128,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77002855,106.67152345,0
473,period_15_15,63129,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.770297,106.67202315,0
474,period_15_15,63130,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7705396,106.67247475,0
475,period_15_15,63131,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7707453,106.6728646,0
476,period_15_15,63632,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77516875,106.679788,0
477,period_15_15,63633,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77531315,106.6798958,0
478,period_15_15,63638,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7775525,106.6813456,0
479,period_15_15,63634,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77542745,106.67996875,0
480,period_15_15,63627,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7739764,106.67808065,0
481,period_15_15,63628,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7744087,106.6787561,0
482,period_15_15,56825,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.7807516,106.65890815,0
483,period_15_15,56827,2022-03-20,6,50,A,True,few clouds,27,Quận 3,10.781434,106.65952765,0
484,period_15_15,63629,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7747287,106.67925605,0
485,period_15_15,63630,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7748737,106.67946745,0
486,period_15_15,63631,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77500955,106.67963405,0
487,period_15_15,56623,2022-03-20,6,50,A,True,few clouds,27,Quận 11,10.79260395,106.6533045,0
488,period_15_15,56624,2022-03-20,6,50,A,True,few clouds,27,Quận 1,10.7926672,106.65341645,0
489,period_15_15,56625,2022-03-20,6,50,A,True,few clouds,27,Quận 1,10.7926889,106.6535086,0
490,period_15_15,56626,2022-03-20,6,50,A,True,few clouds,27,Quận 1,10.7926882,106.6536199,0
491,period_15_15,63346,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76379745,106.6599908,0
492,period_15_15,63347,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7638997,106.66018145,0
493,period_15_15,63348,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7640418,106.66044915,0
494,period_15_15,63349,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76417875,106.66070715,0
495,period_15_15,63350,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7642816,106.6609006,0
496,period_15_15,63351,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.764339199999998,106.66100855,0
497,period_15_15,63352,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7644157,106.66115185,0
498,period_15_15,63353,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7644842,106.6612802,0
499,period_15_15,63615,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.77205885,106.67500695,0
500,period_15_15,63354,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7645669,106.6614353,0
501,period_15_15,63355,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7646636,106.66161665,0
502,period_15_15,63356,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7647946,106.66187935,0
503,period_15_15,63357,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76499345,106.66225205,0
504,period_15_15,63358,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7651821,106.6625885,0
505,period_15_15,63359,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76532375,106.66285395,0
506,period_15_15,63360,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76552775,106.66323635,0
507,period_15_15,63361,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76572695,106.66360975,0
508,period_15_15,63362,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7658193,106.6637828,0
509,period_15_15,63363,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76590625,106.66394585,0
510,period_15_15,79229,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76803145,106.66788695,0
511,period_15_15,79230,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76804575,106.6679076,0
512,period_15_15,79231,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76806275,106.6679342,0
513,period_15_15,79232,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76807985,106.667961,0
514,period_15_15,79233,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7680954,106.66798535,0
515,period_15_15,63376,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.765954,106.6640348,0
516,period_15_15,63377,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76616945,106.664423,0
517,period_15_15,63616,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7722048,106.675243,0
518,period_15_15,69607,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7681587,106.6681067,0
519,period_15_15,69608,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.7684184,106.66858745,0
520,period_15_15,69609,2022-03-20,6,50,A,True,few clouds,27,Quận 10,10.76863515,106.66898195,0
